,,1,2,3,4,5,6,7,8,9,10,11,12,,,,,,,,,,,,,,
CODIGO ACT.,ACTIVIDAD,JUL,AGO,SEP,OCT,NOV,DIC,ENE,FEB,MAR,ABR,MAY,JUN,PROM,PROM_ATIP,R2,REGR DIA,PROM DIA,MIN DIA,MAX DIA,CV,SUAV_EXP,MOD,%,% ACUM,ABC,GRAFICA
C0000019,CETIRIZINA 10MG TABLETA ,0,0,0,0,0,7,0,5,3,28,0,0,4,8,"0,12",1,1,1,1,"1,9269",1,SUAV,"0,0%","99,8%",C,
C004012,CAPTOPRIL 50MG TABLETA ,0,0,0,0,0,14,0,0,0,28,0,0,4,10,"0,07",1,1,1,1,"2,0829",1,SUAV,"0,0%","99,8%",C,
E0000034,ENTEROGERMINA SUSPENSIÓN ORAL 2000000000UI/5ML,35,5,2,0,0,0,0,0,0,1,0,0,4,8,"0,30",-1,1,1,2,"2,3946",1,SUAV,"0,0%","99,8%",C,
L001141,LAMIVUDINA 150 MG TABLETA,0,0,40,0,0,0,0,0,0,0,0,0,4,11,"0,09",-1,1,1,2,"2,7639",1,SUAV,"0,0%","99,8%",C,
T004151,TEOFILINA CAPSULA 125MG,0,6,6,0,0,8,0,0,0,17,0,0,4,8,"0,00",1,1,1,1,"1,2725",1,SUAV,"0,0%","99,8%",C,
702705,TUBO ENDOTRAQUEAL 3.0 S/BL,4,3,0,0,1,1,7,9,8,5,6,0,4,3,"0,11",1,1,1,1,"0,7928",1,SUAV,"0,0%","99,8%",C,
730176,FRESUBIN RENAL 2KCAL/ML (400KCAL/200ML) ALIMENTO PARA PROPÓSITOS MÉDICOS ESPECIA,0,0,0,0,0,0,0,0,0,0,0,32,3,11,"0,23",1,1,1,2,"2,9481",1,SUAV,"0,0%","99,8%",C,
719747,BROMURO DE GLICOPIRRONIO 50 MCG POLVO PARA INHALACION EN CAPSULAS,0,0,0,0,0,0,0,0,0,0,0,30,3,11,"0,23",1,1,1,1,"2,7639",1,SUAV,"0,0%","99,8%",C,
701853,VENDA SEMIELASTICA 3X4.1,2,3,0,0,0,0,0,0,0,0,0,28,3,9,"0,17",1,1,1,1,"2,5572",1,SUAV,"0,0%","99,8%",C,
702154,AGUJA 26GA X1/2 0,5,4,0,0,0,0,0,0,1,0,2,16,3,7,"0,09",1,1,1,1,"1,4803",1,SUAV,"0,0%","99,8%",C,
730237,ETAMBUTOL 400 MG TABLETA,3,0,0,0,0,0,0,0,0,0,15,16,3,9,"0,34",1,1,1,1,"1,9092",1,SUAV,"0,0%","99,8%",C,
D002101,DANAZOL 200MG TABLETA},0,0,0,0,0,0,0,0,0,0,21,14,3,10,"0,39",1,1,1,1,"2,2255",1,SUAV,"0,0%","99,8%",C,
I00000007,"IVERMECTINA SOL. ORAL 0,6% GOTAS x 5ML",2,4,0,3,3,1,1,1,0,3,4,11,3,2,"0,18",1,1,1,1,"0,9440",1,SUAV,"0,0%","99,8%",C,
707878,CATETER PREMICATH 28GX1FRX20CM    ,2,3,4,1,1,1,3,5,8,1,0,5,3,1,"0,03",1,1,1,1,"0,7433",1,SUAV,"0,0%","99,8%",C,
717191,MOXIFLOXACINO TABLETA 400MG,4,0,0,3,5,0,0,0,0,0,11,5,3,7,"0,09",1,1,1,1,"1,0999",1,SUAV,"0,0%","99,8%",C,
M0000009,MOXIFLOXACINA TABLETA 400MG,4,0,0,3,5,0,0,0,0,0,11,5,3,7,"0,09",1,1,1,1,"1,0999",1,SUAV,"0,0%","99,8%",C,
162236,INSULINA DEGLUDEC SOL. INYECTABLE 100UI/ML x 3 ML,5,2,3,5,3,4,0,1,0,4,5,4,3,2,"0,01",1,1,1,1,"0,5932",1,SUAV,"0,0%","99,8%",C,
700410,EQUIPO PERFUSOR 50CC,0,18,0,4,0,0,0,0,9,0,0,4,3,8,"0,05",1,1,1,1,"1,7610",1,SUAV,"0,0%","99,8%",C,
701725,DUODERM GEL TBX30GR,0,3,3,5,1,3,4,1,2,2,1,4,3,1,"0,00",1,1,1,1,"0,4803",1,SUAV,"0,0%","99,8%",C,
703665,KIT MICRONEBULIZADOR PEDIATRICO,2,2,4,7,2,1,2,4,2,3,1,4,3,0,"0,01",1,1,1,1,"0,5415",1,SUAV,"0,0%","99,8%",C,
M022232,METRONIDAZOL SUSPENSIÓN ORAL 250MG/5ML X 120ML),3,0,4,0,3,6,1,6,0,1,0,4,3,4,"0,00",1,1,1,1,"0,7370",1,SUAV,"0,0%","99,8%",C,
700813,FOSFOLIPIDOS NATURALES 100MG/4ML SUSPENSION INYECTABLE (SURFACTANTE PULMONAR),1,1,3,2,1,3,1,3,4,2,3,3,3,0,"0,32",1,1,1,1,"0,3368",1,SUAV,"0,0%","99,8%",C,
701863,VENDA ELASTICA 4X5  ,2,6,5,4,2,1,0,0,2,5,0,3,3,3,"0,13",1,1,1,1,"0,6736",1,SUAV,"0,0%","99,8%",C,
702703,TUBO ENDOTRAQUEAL 4.0 S/BL,0,3,2,2,1,0,1,6,2,2,3,3,3,2,"0,15",1,1,1,1,"0,5174",1,SUAV,"0,0%","99,8%",C,
B004311,"BETAMETASONA CREMA TÓPICA 0,05%",8,0,3,0,6,1,1,2,3,7,2,3,3,2,"0,00",1,1,1,1,"0,8498",1,SUAV,"0,0%","99,8%",C,
700131,CLOTRIMAZOL 100MG TABLETA VAGINAL,0,1,0,0,7,0,1,2,6,7,0,2,3,5,"0,12",1,1,1,1,"0,9010",1,SUAV,"0,0%","99,8%",C,
700319,circuito neonatal REFERENCIA MP02650,2,1,4,1,0,1,5,3,5,6,4,2,3,1,"0,23",1,1,1,1,"0,6211",1,SUAV,"0,0%","99,8%",C,
700525,PROPOFOL EMULSIÓN INYECTABLE 1%/20ML,0,0,8,1,13,0,0,0,0,3,4,2,3,6,"0,01",1,1,1,1,"1,3014",1,SUAV,"0,0%","99,8%",C,
702085,CANULA NASAL OXIGENO NEONATAL,4,0,1,1,4,1,9,3,6,0,1,2,3,2,"0,00",1,1,1,1,"0,8642",1,SUAV,"0,0%","99,8%",C,
702697,TUBO ENDOTRAQUEAL 7.0 C/BL ,1,2,0,1,7,5,8,2,6,2,0,2,3,2,"0,01",1,1,1,1,"0,8819",1,SUAV,"0,0%","99,8%",C,
D035701,DESMOPRESINA 15MCG/1ML SOL. INYECTABLE,3,5,2,0,2,5,1,2,2,0,2,2,3,2,"0,13",1,1,1,1,"0,5061",1,SUAV,"0,0%","99,9%",C,
103662,PALIVIZUMAB POLVO LIOFILIZADO 50 MG,2,2,1,3,1,0,1,9,2,0,3,1,3,2,"0,00",1,1,1,1,"0,7633",1,SUAV,"0,0%","99,9%",C,
N009321,NISTATINA CREMA 100.000 UI/GR ,1,3,1,1,3,1,2,0,4,1,7,1,3,1,"0,08",1,1,1,1,"0,6155",1,SUAV,"0,0%","99,9%",C,
160729,LEVETIRACETAM 1000MG TABLETA,0,0,0,0,0,0,0,0,0,29,0,0,3,11,"0,09",1,1,1,1,"2,6717",1,SUAV,"0,0%","99,9%",C,
700786,GASA VASELINADA,0,0,1,16,11,0,0,2,0,0,1,0,3,7,"0,06",1,1,1,1,"1,6747",1,SUAV,"0,0%","99,9%",C,
701849,BACTIGRAS 5X5 ,3,1,3,1,1,2,1,4,0,13,0,0,3,3,"0,01",1,1,1,1,"1,1423",1,SUAV,"0,0%","99,9%",C,
702032,SONDA FOLEY 2 VÍAS 20FRX15CM    ,2,3,1,3,0,1,1,3,2,12,0,0,3,3,"0,02",1,1,1,1,"1,0393",1,SUAV,"0,0%","99,9%",C,
702058,SONDA NELATON # 20 ,6,3,9,3,1,0,2,5,2,0,1,0,3,3,"0,39",-1,1,1,1,"0,8854",1,SUAV,"0,0%","99,9%",C,
705498,MULTIVITAMINAS Y MINERALES CON LUTEINA TABLETA -,0,0,0,0,0,0,0,0,0,30,0,0,3,11,"0,09",1,1,1,1,"2,7639",1,SUAV,"0,0%","99,9%",C,
705561,PREGABALINA CAPSULA 25MG,0,6,0,0,24,0,0,0,0,0,0,0,3,10,"0,05",-1,1,1,1,"2,2298",1,SUAV,"0,0%","99,9%",C,
706122,"FONDAPARINA 2,5MG/0,5ML SOL. INYECTABLE ",0,26,2,0,0,0,8,0,0,0,0,0,3,9,"0,16",-1,1,1,1,"2,4267",1,SUAV,"0,0%","99,9%",C,
707621,CEFTOLOZANO/TAZOBACTAM 1.5G (1+0.5G) POLVO PARA RECONSTITUCION,0,0,7,14,0,0,0,0,9,0,0,0,3,9,"0,04",1,1,1,1,"1,5245",1,SUAV,"0,0%","99,9%",C,
718999,INMUNOGLOBULINA HUMANA NORMAL  5G/100ML (50MG/ML) SOL. INYECTABLE ,0,0,0,0,0,0,12,0,24,0,0,0,3,10,"0,05",1,1,1,1,"2,3805",1,SUAV,"0,0%","99,9%",C,
719016,ACETAMINOFEN/CODEINA TABLETA 325MG/8MG,0,0,0,0,21,0,0,5,0,0,0,0,3,10,"0,01",1,1,1,1,"1,9476",1,SUAV,"0,0%","99,9%",C,
719561,OXIBUTININA TABLETA 5MG,0,18,0,3,0,3,2,0,0,0,0,0,3,8,"0,19",-1,1,1,1,"1,6377",1,SUAV,"0,0%","99,9%",C,
730194,APOSITO TRANSPARENTE OPSITE 15X20CM REF: 4631 CX10,6,3,7,6,1,6,1,0,0,1,4,0,3,3,"0,40",-1,1,1,1,"0,8762",1,SUAV,"0,0%","99,9%",C,
A018232,"ALUMINIO HIDROXIDO/MAGNESIO/SIMETICONA SUSPENSIÓN ORAL 4%/4%/0,4%",1,5,0,1,4,1,4,7,2,2,1,0,3,2,"0,01",1,1,1,1,"0,6983",1,SUAV,"0,0%","99,9%",C,
C0000005,CARVEDILOL TABLETA 25MG,0,0,14,4,0,6,1,0,11,0,0,0,3,7,"0,03",1,1,1,1,"1,5575",1,SUAV,"0,0%","99,9%",C,
C014103,CICLOSPORINA 100MG CAPSULA,0,0,0,0,0,29,0,0,0,0,0,0,3,11,"0,00",1,1,1,1,"2,6717",1,SUAV,"0,0%","99,9%",C,
C022011,CLORAMBUCILO 2MG TABLETA,0,0,0,0,0,0,0,4,21,0,0,0,3,10,"0,06",1,1,1,1,"1,9363",1,SUAV,"0,0%","99,9%",C,
D018101,DIFENHIDRAMINA 50MG CAPSULA ,12,14,2,0,0,0,0,0,0,0,0,0,3,9,"0,47",-1,1,1,1,"1,6063",1,SUAV,"0,0%","99,9%",C,
F002231,FENITOINA 125MG/5ML SUSPENSION ORAL,3,2,3,3,2,7,3,6,0,7,0,0,3,3,"0,02",1,1,1,1,"0,8051",1,SUAV,"0,0%","99,9%",C,
F015011,FOLINICO ÁCIDO 15MG TABLETA ,14,0,2,6,1,0,0,0,0,7,0,0,3,7,"0,19",-1,1,1,1,"1,3977",1,SUAV,"0,0%","99,9%",C,
L0000006,LEVOFLOXACINA TABLETA 500MG,0,0,0,3,0,21,0,0,0,0,3,0,3,9,"0,00",1,1,1,1,"1,9203",1,SUAV,"0,0%","99,9%",C,
L000001,BACLOFENO TABLETA 10MG,0,0,0,0,28,0,6,0,0,0,0,0,3,10,"0,02",1,1,1,1,"2,5886",1,SUAV,"0,0%","99,9%",C,
L018011,LOVASTATINA TABLETA 20MG,5,9,0,2,12,0,0,0,0,0,0,0,3,8,"0,31",-1,1,1,1,"1,3217",1,SUAV,"0,0%","99,9%",C,
N010142,NITROFURANTOINA TABLETA 100MG,0,2,3,27,0,0,0,0,0,0,0,0,3,9,"0,08",-1,1,1,1,"2,4658",1,SUAV,"0,0%","99,9%",C,
P0000003,PENTOXIFILINA TABLETA 400MG,0,0,0,0,13,14,0,0,0,2,0,0,3,9,"0,01",1,1,1,1,"1,6637",1,SUAV,"0,0%","99,9%",C,
R009141,RITONAVIR TABLETA 100MG,2,3,19,0,1,0,0,0,0,0,0,0,3,8,"0,19",-1,1,1,1,"1,7292",1,SUAV,"0,0%","99,9%",C,
S0000012,"BUDESONIDA/FORMOTEROL SUSPENSIÓN PARA INHALACIÓN 160MCG/4,5MCG/1PUFF/120PUFF",4,5,8,0,3,3,1,3,1,4,0,0,3,3,"0,35",1,1,1,1,"0,7738",1,SUAV,"0,0%","99,9%",C,
T001011,TALIDOMIDA TABLETA 100MG,0,17,0,0,0,0,0,13,6,0,0,0,3,9,"0,03",1,1,1,1,"1,8905",1,SUAV,"0,0%","99,9%",C,
T002012,TAMOXIFENO TABLETA 20MG,0,0,0,0,0,0,0,0,0,25,0,0,3,11,"0,09",1,1,1,1,"2,3032",1,SUAV,"0,0%","99,9%",C,
T025011,TRIMETOPRIM/SULFAMETOXAZOL TABLETA 80MG/400MG,9,0,0,0,0,0,10,9,0,0,0,0,3,9,"0,04",1,1,1,1,"1,3494",1,SUAV,"0,0%","99,9%",C,
705570,AMBRISENTAN 10 MG TABLETA,0,0,1,0,0,0,0,0,0,0,0,17,2,10,"0,22",1,1,1,1,"2,3408",1,SUAV,"0,0%","99,9%",C,
730136,ISONIAZIDA TABLETA 100MG,3,0,0,0,0,0,0,0,0,0,0,16,2,10,"0,15",1,1,1,1,"2,2123",1,SUAV,"0,0%","99,9%",C,
730139,PIRAZINAMIDA TABLETA 400MG,3,0,0,0,0,0,0,0,0,0,0,13,2,10,"0,14",1,1,1,1,"1,8066",1,SUAV,"0,0%","99,9%",C,
702033,SONDA FOLEY 2 VÍAS 20FRX30CM   ,1,0,0,0,2,0,2,0,1,0,2,5,2,6,"0,28",1,1,1,1,"0,7205",1,SUAV,"0,0%","99,9%",C,
704298,CONDON  S/LUBRICAR X 3 ,2,0,1,1,2,0,9,0,0,5,0,4,2,5,"0,05",1,1,1,1,"1,3229",1,SUAV,"0,0%","99,9%",C,
118494,DEXAMETASONA SOLUCIÓN OFTÁLMICA 5ML,2,0,1,0,2,0,0,3,2,3,0,3,2,5,"0,14",1,1,1,1,"0,6236",1,SUAV,"0,0%","99,9%",C,
719743,"FONDAPARINA 7,5MG/0,6ML SOL. INYECTABLE ",0,0,0,0,0,0,16,0,0,0,0,3,2,10,"0,02",1,1,1,1,"2,2123",1,SUAV,"0,0%","99,9%",C,
700290,"BETAMETILDIGOXINA 0,6MG/ML/45 GOTAS SOLUCIÓN ORAL ",2,0,9,0,2,1,0,1,2,4,0,2,2,4,"0,02",1,1,1,1,"1,2155",1,SUAV,"0,0%","99,9%",C,
700944,METILPREDNISOLONA SUCCINATO 40MG/ML SOL. INYECTABLE,0,0,0,0,0,0,16,6,0,0,0,2,2,9,"0,02",1,1,1,1,"2,2730",1,SUAV,"0,0%","99,9%",C,
702208,JELCO 16G X 2-1/4 LARGO,0,5,0,0,1,0,2,0,0,0,3,2,2,7,"0,00",1,1,1,1,"0,7762",1,SUAV,"0,0%","99,9%",C,
B00000010,BECLOMETASONA NASAL 50 MCG/PUFF,0,3,3,4,1,0,0,0,4,0,1,2,2,5,"0,03",1,1,1,1,"0,7773",1,SUAV,"0,0%","99,9%",C,
D0000038,"LEVOSIMENDAN SOLUCIÓN INYECTABLE 12,5MG/1ML",0,0,0,1,2,5,2,0,2,3,1,2,2,4,"0,16",1,1,1,1,"0,7217",1,SUAV,"0,0%","99,9%",C,
L004201,LEVOMEPROMAZINA 4MG/ML SOLUCION ORAL,0,1,2,2,1,5,3,1,1,3,3,2,2,1,"0,14",1,1,1,1,"0,6455",1,SUAV,"0,0%","99,9%",C,
131589,"TIOTROPIO BROMURO SUSPENSIÓN PARA INHALACIÓN 2,5MCG/1PUFF/60PUFF",5,3,4,1,0,1,0,0,0,5,0,1,2,5,"0,19",1,1,1,1,"0,9647",1,SUAV,"0,0%","99,9%",C,
700401,SUCRALFATO SUSPENSIÓN ORAL 20%/200ML,0,2,1,3,0,4,4,1,0,0,0,1,2,5,"0,05",1,1,1,1,"0,7454",1,SUAV,"0,0%","99,9%",C,
701442,DEXTROSA 50% EN AGUA DESTILADA 500 ML,4,0,4,0,3,2,2,0,0,0,1,1,2,5,"0,24",1,1,1,1,"0,7488",1,SUAV,"0,0%","99,9%",C,
701835,TEGADERM 6CMX7CM REF 1624W X100 ,0,0,0,0,0,1,0,0,0,1,20,1,2,8,"0,19",1,1,1,1,"2,7345",1,SUAV,"0,0%","99,9%",C,
702047,SONDA NASOGASTRICA # 20,0,0,2,2,1,2,2,2,2,0,0,1,2,4,"0,00",1,1,1,1,"0,4488",1,SUAV,"0,0%","99,9%",C,
702077,BRAZALETE NEO/1,0,1,2,0,0,1,2,1,6,0,3,1,2,4,"0,13",1,1,1,1,"0,8281",1,SUAV,"0,0%","99,9%",C,
702088,CANULA NASAL OXIGENO PEDIATRICA,2,2,3,4,1,1,1,3,0,0,2,1,2,2,"0,22",1,1,1,1,"0,5893",1,SUAV,"0,0%","99,9%",C,
702437,NIPLE CONECTOR MAG 02 HUDSON ,0,0,0,1,1,2,2,2,4,0,2,1,2,4,"0,24",1,1,1,1,"0,5818",1,SUAV,"0,0%","99,9%",C,
705353,FLUCONAZOL 50 MG/5ML SUSPENSION ,0,3,0,3,0,0,0,0,6,2,6,1,2,6,"0,14",1,1,1,1,"1,1016",1,SUAV,"0,0%","99,9%",C,
707126,ACETAMINOFEN JARABE 150 MG/5 ML FRASCO x 60 ML,7,0,2,2,0,1,0,0,0,1,2,1,2,5,"0,18",-1,1,1,1,"0,9428",1,SUAV,"0,0%","99,9%",C,
A001221,"ACETAMINOFEN JARABE 2,5MG/1ML FRASCO x 60ML",7,0,2,2,0,1,0,0,0,1,2,1,2,5,"0,18",-1,1,1,1,"0,9428",1,SUAV,"0,0%","99,9%",C,
H011201,FERROSO SULFATO SOLUCIÓN ORAL 25MG/1ML GOTAS,2,0,5,1,1,2,1,2,0,1,0,1,2,3,"0,15",1,1,1,1,"0,6562",1,SUAV,"0,0%","99,9%",C,
P0000002,"PEGFILGRASTIM SOL. INYECTABLE 6MG/0,6ML",1,1,0,2,1,2,2,5,3,0,4,1,2,2,"0,13",1,1,1,1,"0,7312",1,SUAV,"0,0%","99,9%",C,
129788,POSACONAZOL 100MG TABLETA,0,0,0,0,0,0,0,24,0,0,0,0,2,11,"0,02",1,1,1,1,"3,3166",1,SUAV,"0,0%","99,9%",C,
136905,CICLOSERINA 250MG TABLETA ,0,0,0,0,0,0,0,0,0,0,18,0,2,11,"0,16",1,1,1,1,"2,4875",1,SUAV,"0,0%","99,9%",C,
200061,SENSOR NEONATAL ADHESIVO M-LNCS PARA EQUIPOS  MARCA MASIMO,6,1,2,7,0,0,0,0,0,5,0,0,2,7,"0,18",-1,1,1,1,"1,2768",1,SUAV,"0,0%","99,9%",C,
700145,DIOSMINA TABLETA 500MG,0,0,0,0,0,0,0,0,0,0,20,0,2,11,"0,16",1,1,1,1,"2,7639",1,SUAV,"0,0%","99,9%",C,
700308,PREPARADO MAGISTRAL DE NIFEDIPINO ENTERAL 30 MG/ 10 ML,0,0,0,0,0,0,0,0,0,0,18,0,2,11,"0,16",1,1,1,1,"2,4875",1,SUAV,"0,0%","99,9%",C,
700757,SALBUTAMOL 5 MG SOL. PARA NEBULIZACIÓN X 10 ML,2,5,1,5,3,0,0,0,0,4,0,0,2,6,"0,24",-1,1,1,1,"0,9860",1,SUAV,"0,0%","99,9%",C,
701833,TEGADERM 10CMX12CM REF 1626W ,1,0,0,0,0,1,0,0,0,9,6,0,2,8,"0,20",1,1,1,1,"1,4062",1,SUAV,"0,0%","99,9%",C,
701996,SUNITINIB 50 MG CAPSULA,0,0,0,0,0,0,0,0,0,23,0,0,2,11,"0,09",1,1,1,1,"3,1784",1,SUAV,"0,0%","99,9%",C,
702024,SONDA FOLEY 2 VIAS 14FRX5CM,2,5,2,1,3,0,3,0,2,3,3,0,2,3,"0,08",1,1,1,1,"0,7360",1,SUAV,"0,0%","99,9%",C,
702035,SONDA FOLEY 3 VÍAS 20FRX30CM       ,1,1,0,1,2,2,2,4,1,1,2,0,2,2,"0,02",1,1,1,1,"0,5187",1,SUAV,"0,0%","99,9%",C,
702197,CATETER V/CT 16GX20CM/CV-04301-01CV50016,3,3,0,3,3,3,2,0,2,1,0,0,2,4,"0,39",1,1,1,1,"0,6562",1,SUAV,"0,0%","99,9%",C,
702204,INTRODUCTOR 7.0FR/SI-09700 ARROW,4,2,2,3,2,0,2,1,0,2,2,0,2,3,"0,38",1,1,1,1,"0,5893",1,SUAV,"0,0%","99,9%",C,
702307,BARRERA STOMAHESIVE 32MM NINOS ,0,6,0,0,0,0,0,5,0,2,0,0,2,9,"0,02",1,1,1,1,"1,0299",1,SUAV,"0,0%","99,9%",C,
705294,ELECTRODO BIPOLAR  6FRX110X10 AI-06210,3,2,1,2,2,0,2,1,0,1,2,0,2,3,"0,32",1,1,1,1,"0,4714",1,SUAV,"0,0%","99,9%",C,
705846,MEDROXIPROGESTERONA TABLETA 5MG,1,14,2,0,0,0,0,0,1,1,0,0,2,7,"0,20",-1,1,1,1,"1,8980",1,SUAV,"0,0%","99,9%",C,
707300,SURFACTANTE PULMONAR PORCINO SUSPENSIÓN INYECTABLE 240MG/3ML,0,0,1,1,0,1,3,3,4,0,2,0,2,5,"0,11",1,1,1,1,"0,6808",1,SUAV,"0,0%","99,9%",C,
716753,BOLSA RECOLECTORA 1000 CC REF: Z-01000,1,2,0,0,9,5,0,4,2,1,1,0,3,4,"0,01",1,1,1,1,"0,8656",1,SUAV,"0,0%","99,9%",C,
716958,CATETER  UMBILICAL 2.5 FR,0,1,1,1,0,0,4,2,0,1,3,0,2,5,"0,05",1,1,1,1,"0,6278",1,SUAV,"0,0%","99,9%",C,
717248,N-ACETILCISTEINA GRANULOS PARA SUSPENCIÓN ORAL 600MG,12,0,0,0,0,0,0,0,6,0,0,0,2,10,"0,12",-1,1,1,1,"1,7854",1,SUAV,"0,0%","99,9%",C,
717262,OXITOCINA 10UI SOL. INYECTABLE,4,0,3,0,0,0,4,0,0,0,4,0,2,8,"0,03",1,1,1,1,"0,8927",1,SUAV,"0,0%","99,9%",C,
717838,MECHAS NASALES REF 2248 ,0,0,0,0,0,0,0,8,0,2,3,0,2,9,"0,12",1,1,1,1,"1,1449",1,SUAV,"0,0%","99,9%",C,
718228,GABAPENTIN 400MG CAPSULA ,0,0,0,0,6,12,0,0,0,0,0,0,2,10,"0,01",1,1,1,1,"1,7854",1,SUAV,"0,0%","99,9%",C,
719158,RIVAROXABAN TABLETA 15MG,12,1,0,0,3,2,2,0,0,0,0,0,2,7,"0,31",-1,1,1,1,"1,6372",1,SUAV,"0,0%","99,9%",C,
719878,UNNA BOTA,0,1,1,1,1,1,3,2,3,0,0,0,2,4,"0,00",1,1,1,1,"0,5187",1,SUAV,"0,0%","99,9%",C,
720209,MINOCICLINA 100 MG TAB,10,3,0,0,0,0,0,0,0,3,0,0,2,9,"0,24",-1,1,1,1,"1,4191",1,SUAV,"0,0%","99,9%",C,
770143,"RASBURICASA SOLUCIÓN INYECTABLE 1,5MG/1ML (ONCOLOGICO)",8,0,0,0,3,0,0,0,4,0,0,0,2,9,"0,15",-1,1,1,1,"1,2098",1,SUAV,"0,0%","99,9%",C,
20039341,TICAGRELOR TABLETA 90MG,0,0,0,0,8,0,2,0,0,3,0,0,2,9,"0,00",1,1,1,1,"1,1449",1,SUAV,"0,0%","99,9%",C,
BISAPRO,BISOPROLOL TABLETA 10MG,0,0,0,11,0,0,0,0,11,1,0,0,2,9,"0,00",1,1,1,1,"2,0357",1,SUAV,"0,0%","99,9%",C,
E007231,ERITROMICINA 250MG/5ML SUSPENSION ORAL,0,6,1,0,1,0,1,0,0,6,0,0,2,7,"0,01",1,1,1,1,"1,0825",1,SUAV,"0,0%","99,9%",C,
T0000003,TIZANIDINA TABLETA 2MG,0,24,0,0,0,0,0,0,0,0,0,0,2,11,"0,16",-1,1,1,1,"3,3166",1,SUAV,"0,0%","99,9%",C,
702031,SONDA FOLEY 2 VÍAS 22FRX30CM    ,2,0,0,0,1,2,1,2,0,5,4,0,2,5,"0,15",1,1,1,1,"0,8026",1,SUAV,"0,0%","99,9%",C,
710176,PROPOFOL SOLUCIÓN INYECTABLE 10MG/1ML (500MG/50ML),0,0,0,0,0,0,0,0,0,0,0,6,1,11,"0,23",1,1,1,1,"1,6583",1,SUAV,"0,0%","100,0%",C,
710039,SEDA  0 CS424 (GS-21)SOFSILK  TYCO,0,0,0,4,0,1,1,1,1,0,0,4,1,6,"0,08",1,1,1,1,"1,4142",1,SUAV,"0,0%","100,0%",C,
702326,BOLSA OSTOMIA  OP45MM ,1,2,0,0,0,1,0,0,1,2,0,3,1,6,"0,07",1,1,1,1,"0,9860",1,SUAV,"0,0%","100,0%",C,
718005,ABACAVIR/LAMIVUDINA TABLETA 600MG/300MG,0,7,1,0,0,0,0,0,0,0,1,3,1,8,"0,03",1,1,1,1,"2,0000",1,SUAV,"0,0%","100,0%",C,
719841,LIDOCAINA/EPINEFRINA SOLUCIÓN INYECTABLE 2%/50ML,0,3,1,0,0,1,0,3,2,0,0,3,2,6,"0,03",1,1,1,1,"0,6278",1,SUAV,"0,0%","100,0%",C,
E0000003,SODIO FOSFATO MONOBASICO SOLUCIÓN ORAL 133ML,0,1,0,0,0,0,0,0,0,6,0,3,1,9,"0,20",1,1,1,1,"1,7717",1,SUAV,"0,0%","100,0%",C,
S013701,SUCCINILCOLINA SOLUCIÓN INYECTABLE 10%/10ML,0,0,0,0,0,0,0,0,0,0,1,3,1,10,"0,36",1,1,1,1,"0,8498",1,SUAV,"0,0%","100,0%",C,
701964,CATETER TROCAR RECTO 28FR ,0,0,0,0,1,0,0,2,0,1,0,2,1,8,"0,26",1,1,1,1,"0,7638",1,SUAV,"0,0%","100,0%",C,
701978,VENDA YESO 5X5    ,0,0,0,0,0,0,0,0,0,0,0,2,1,11,"0,23",1,1,1,1,"0,5528",1,SUAV,"0,0%","100,0%",C,
702153,AGUJA 25GA X1,0,0,0,0,0,0,0,0,2,0,0,2,1,10,"0,27",1,1,1,1,"0,7454",1,SUAV,"0,0%","100,0%",C,
702698,TUBO ENDOTRAQUEAL 6.5 C/BL,0,2,0,0,0,0,1,0,0,0,0,2,1,9,"0,01",1,1,1,1,"0,7592",1,SUAV,"0,0%","100,0%",C,
702713,TUBO ENDOTRAQUEAL 5.5 C/BL,0,0,0,0,0,0,0,0,0,0,0,2,1,11,"0,23",1,1,1,1,"0,5528",1,SUAV,"0,0%","100,0%",C,
730125,CATETER PICC BILUMEN INSERCION PERIFERICA 4FR X 50CM REF PR05042,0,0,0,3,1,0,0,0,0,0,1,2,1,8,"0,03",1,1,1,1,"0,9538",1,SUAV,"0,0%","100,0%",C,
730126,CATETER PICC MONOLUMEN INSERCION PERIFERICA 4FR X 50CM REF 01PR05041 ,3,1,1,0,0,0,0,0,1,0,1,2,1,6,"0,03",1,1,1,1,"0,9242",1,SUAV,"0,0%","100,0%",C,
C041602,SODIO CROMOGLICATO SOLUCIÓN OFTÁLMICA 40MG/1ML (400MG/10ML),0,0,0,0,0,0,0,1,0,0,0,2,1,10,"0,26",1,1,1,1,"0,5951",1,SUAV,"0,0%","100,0%",C,
N011701,NITROGLICERINA SOLUCIÓN INYECTABLE 50MG/10ML,1,0,2,0,0,0,0,2,1,1,0,2,1,6,"0,05",1,1,1,1,"0,8292",1,SUAV,"0,0%","100,0%",C,
Z002721,ZOLEDRONICO ÁCIDO POLVO LIOFILIZADO 4MG/5ML ,1,0,1,2,1,0,2,0,0,0,1,2,1,5,"0,00",1,1,1,1,"0,7993",1,SUAV,"0,0%","100,0%",C,
Z002721,ZOLEDRONICO ÁCIDO POLVO LIOFILIZADO 4MG/5ML ,1,0,1,2,1,0,2,0,0,0,1,2,1,5,"0,00",1,1,1,1,"0,7993",1,SUAV,"0,0%","100,0%",C,
701954,BARRERA STOMAHESIVE 45 50MM,3,2,0,0,0,1,0,0,1,2,1,1,1,5,"0,03",1,1,1,1,"0,9538",1,SUAV,"0,0%","100,0%",C,
